species_name,taxonomic_family,taxonomic_order,asdawas,beak_length,weight_g,nocturnal_diurnal,brrrrkk,diet_types,closest_relatives,latitude,longitude,altitude_m,habitat_type,weather_condition,temperature_c,observation_time
Gavia immer,Gaviidae,Gaviiformes,79.48682781497203,9.110008376894427,4689.827575859793,Diurnal,2025-05-02,"{'fish': 0.9, 'crustaceans': 0.1}",['Gavia adamsii'],35.45071269116664,-100.12485696465265,117.28800331322694,Wetland,Rainy,23.002423990607227,08:12
Gavia immer,Gaviidae,Gaviiformes,67.06991924704316,9.996522648193823,4656.199277055049,Diurnal,2025-07-08,"{'fish': 0.9, 'crustaceans': 0.1}",['Gavia adamsii'],35.78832354653879,-81.08529569275355,190.30884964709577,Wetland,Foggy,19.58744119157968,13:06
Gavia immer,Gaviidae,Gaviiformes,75.72728464098488,9.416285111067344,4271.581620702443,Diurnal,2024-11-08,"{'fish': 0.9, 'crustaceans': 0.1}",['Gavia adamsii'],42.71034491743073,-116.7354683223713,192.48355587642519,Wetland,Foggy,11.43685231243708,16:48
Haemorhous mexicanus,Fringillidae,Passeriformes,10.155262313709175,0.9856824993741431,25.911515069720224,Diurnal,2025-06-15,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",34.04745009453964,-97.53745677132981,726.9708668257995,Urban,Cloudy,23.930433130063285,15:05
Haemorhous mexicanus,Fringillidae,Passeriformes,9.901957336390153,1.3608251376886884,16.527115560528017,Diurnal,2024-11-09,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",29.886238829670162,-112.21099852854951,552.1469117481389,Urban,Clear,20.145642439185146,16:20
Cygnus olor,Anatidae,Anseriformes,118.89167389237059,10.300631191793805,11014.250894901947,Diurnal,2024-12-11,"{'plants': 0.9, 'insects': 0.1}",['Cygnus atratus'],37.557557034717306,-112.70970917064948,117.9681319455339,Wetland,Rainy,18.676460098925556,16:35
Pica pica,Corvidae,Passeriformes,18.646732182715084,3.413376281653529,247.835320254114,Diurnal,2025-07-16,"{'insects': 0.5, 'carrion': 0.3, 'seeds': 0.2}",['Pica hudsonia'],46.063173492499544,-124.45485227432857,458.16989363021753,Grassland,Rainy,19.256438377523022,13:02
Haemorhous mexicanus,Fringillidae,Passeriformes,8.16847997273712,1.314684614801358,22.177811092123036,Diurnal,2025-07-03,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",26.6282823577847,-72.38138319906378,411.1185455497092,Urban,Cloudy,18.449175781248222,15:35
Haemorhous mexicanus,Fringillidae,Passeriformes,8.93951701009869,1.2485250432156132,20.124350573984042,Diurnal,2025-09-03,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",27.881025960682827,-104.67600071289542,382.9347428255388,Urban,Windy,16.99166876869423,11:12
Haemorhous mexicanus,Fringillidae,Passeriformes,9.865364277322323,1.2083967084850076,27.575952270569182,Diurnal,2024-09-12,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",26.757640564014196,-107.7766850885266,491.7113886374793,Urban,Clear,31.495207730018492,09:18
